z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
6.400000e-06,1.294668e-07,4.236837e-10,4.749732e-04,1.176898e-07,8.645805e-11,7.235990e-09,3.866609e-01,5.957220e-03,1.853463e-07,5.072497e-01,1.314685e-02,1.631194e-04,2.767948e-05,4.023797e-06,8.363684e-12,8.631513e-02
6.850000e-06,1.274347e-07,4.307990e-10,4.777174e-04,1.214551e-07,8.996400e-11,7.443443e-09,3.913633e-01,6.086599e-03,1.894942e-07,5.035485e-01,1.317654e-02,1.694440e-04,2.819381e-05,4.019774e-06,8.940206e-12,8.514524e-02
7.300000e-06,1.255369e-07,4.377685e-10,4.802309e-04,1.250787e-07,9.343540e-11,7.640823e-09,3.957795e-01,6.213961e-03,1.935750e-07,5.000543e-01,1.321206e-02,1.755790e-04,2.868265e-05,4.015781e-06,9.520415e-12,8.405119e-02
7.750000e-06,1.237577e-07,4.445949e-10,4.825414e-04,1.285725e-07,9.687489e-11,7.829063e-09,3.999407e-01,6.339407e-03,1.975923e-07,4.967457e-01,1.325234e-02,1.815396e-04,2.914861e-05,4.011836e-06,1.010418e-11,8.302417e-02
8.200000e-06,1.220841e-07,4.512817e-10,4.846723e-04,1.319472e-07,1.002847e-10,8.008969e-09,4.038733e-01,6.463031e-03,2.015494e-07,4.936042e-01,1.329652e-02,1.873388e-04,2.959388e-05,4.007952e-06,1.069138e-11,8.205682e-02
8.650000e-06,1.205049e-07,4.578330e-10,4.866435e-04,1.352119e-07,1.036669e-10,8.181244e-09,4.076000e-01,6.584921e-03,2.054493e-07,4.906141e-01,1.334390e-02,1.929882e-04,3.002037e-05,4.004135e-06,1.128189e-11,8.114295e-02
9.100000e-06,1.190108e-07,4.642532e-10,4.884717e-04,1.383747e-07,1.070231e-10,8.346504e-09,4.111402e-01,6.705155e-03,2.092947e-07,4.877617e-01,1.339391e-02,1.984980e-04,3.042970e-05,4.000390e-06,1.187559e-11,8.027725e-02
9.550000e-06,1.175937e-07,4.705468e-10,4.901717e-04,1.414427e-07,1.103549e-10,8.505293e-09,4.145105e-01,6.823808e-03,2.130881e-07,4.850351e-01,1.344609e-02,2.038771e-04,3.082329e-05,3.996718e-06,1.247236e-11,7.945518e-02
1.000000e-05,1.162466e-07,4.767183e-10,4.917559e-04,1.444224e-07,1.136635e-10,8.658092e-09,4.177257e-01,6.940948e-03,2.168319e-07,4.824239e-01,1.350007e-02,2.091337e-04,3.120239e-05,3.993120e-06,1.307209e-11,7.867282e-02
1.450000e-05,1.055802e-07,5.326340e-10,5.031113e-04,1.703839e-07,1.456932e-10,9.933050e-09,4.435668e-01,8.041147e-03,2.519449e-07,4.610606e-01,1.408814e-02,2.562693e-04,3.438756e-05,3.960841e-06,1.921149e-11,7.244496e-02
1.900000e-05,9.810679e-08,5.803131e-10,5.096802e-04,1.914435e-07,1.762342e-10,1.089868e-08,4.620794e-01,9.039189e-03,2.837409e-07,4.453008e-01,1.469019e-02,2.962212e-04,3.683647e-05,3.933707e-06,2.555783e-11,6.804315e-02
2.350000e-05,9.243765e-08,6.220563e-10,5.138315e-04,2.093060e-07,2.056518e-10,1.167490e-08,4.763542e-01,9.960716e-03,3.130667e-07,4.328465e-01,1.526900e-02,3.312587e-04,3.883099e-05,3.909935e-06,3.205980e-11,6.468114e-02
2.800000e-05,8.792022e-08,6.593165e-10,5.166066e-04,2.248937e-07,2.341559e-10,1.232363e-08,4.878794e-01,1.082171e-02,3.404450e-07,4.225707e-01,1.581659e-02,3.626529e-04,4.051368e-05,3.888443e-06,3.868428e-11,6.198726e-02
3.250000e-05,8.419694e-08,6.930602e-10,5.185359e-04,2.387687e-07,2.618842e-10,1.288100e-08,4.974841e-01,1.163299e-02,3.662279e-07,4.138372e-01,1.633274e-02,3.912038e-04,4.196759e-05,3.868581e-06,4.540881e-11,5.975673e-02
3.700000e-05,8.105150e-08,7.239630e-10,5.199171e-04,2.513017e-07,2.889347e-10,1.336991e-08,5.056761e-01,1.240233e-02,3.906672e-07,4.062518e-01,1.681950e-02,4.174547e-04,4.324576e-05,3.849938e-06,5.221748e-11,5.786506e-02
4.150000e-05,7.834355e-08,7.525162e-10,5.209294e-04,2.627516e-07,3.153814e-10,1.380578e-08,5.127885e-01,1.313555e-02,4.139514e-07,3.995537e-01,1.727940e-02,4.417953e-04,4.438429e-05,3.832246e-06,5.909869e-11,5.623108e-02
4.600000e-05,7.597714e-08,7.790894e-10,5.216862e-04,2.733066e-07,3.412823e-10,1.419946e-08,5.190513e-01,1.383719e-02,4.362260e-07,3.935613e-01,1.771496e-02,4.645165e-04,4.540894e-05,3.815319e-06,6.604368e-11,5.479909e-02
5.050000e-05,7.388395e-08,8.039681e-10,5.222626e-04,2.831087e-07,3.666844e-10,1.455886e-08,5.246291e-01,1.451083e-02,4.576070e-07,3.881432e-01,1.812849e-02,4.858423e-04,4.633883e-05,3.799024e-06,7.304575e-11,5.352929e-02
5.500000e-05,7.201374e-08,8.273778e-10,5.227096e-04,2.922675e-07,3.916265e-10,1.488992e-08,5.296443e-01,1.515941e-02,4.781883e-07,3.832015e-01,1.852204e-02,5.059496e-04,4.718851e-05,3.783264e-06,8.009963e-11,5.239228e-02
5.950000e-05,7.032853e-08,8.495000e-10,5.230632e-04,3.008695e-07,4.161415e-10,1.519721e-08,5.341897e-01,1.578534e-02,4.980475e-07,3.786611e-01,1.889739e-02,5.249814e-04,4.796940e-05,3.767965e-06,8.720116e-11,5.136580e-02
6.400000e-05,6.879902e-08,8.704833e-10,5.233489e-04,3.089848e-07,4.402575e-10,1.548431e-08,5.383376e-01,1.639065e-02,5.172499e-07,3.744632e-01,1.925613e-02,5.430547e-04,4.869056e-05,3.753070e-06,9.434696e-11,5.043258e-02
6.850000e-05,6.740209e-08,8.904508e-10,5.235854e-04,3.166702e-07,4.639989e-10,1.575408e-08,5.421453e-01,1.697709e-02,5.358509e-07,3.705611e-01,1.959965e-02,5.602670e-04,4.935939e-05,3.738534e-06,1.015343e-10,4.957901e-02
7.300000e-05,6.611926e-08,9.095060e-10,5.237866e-04,3.239733e-07,4.873873e-10,1.600884e-08,5.456586e-01,1.754613e-02,5.538981e-07,3.669168e-01,1.992915e-02,5.767007e-04,4.998193e-05,3.724320e-06,1.087609e-10,4.879414e-02
7.750000e-05,6.493553e-08,9.277368e-10,5.239627e-04,3.309337e-07,5.104416e-10,1.625048e-08,5.489152e-01,1.809907e-02,5.714330e-07,3.634992e-01,2.024572e-02,5.924258e-04,5.056325e-05,3.710399e-06,1.160249e-10,4.806909e-02
8.200000e-05,6.383857e-08,9.452184e-10,5.241216e-04,3.375852e-07,5.331789e-10,1.648058e-08,5.519462e-01,1.863704e-02,5.884916e-07,3.602826e-01,2.055031e-02,6.075027e-04,5.110762e-05,3.696746e-06,1.233248e-10,4.739651e-02
8.650000e-05,6.281812e-08,9.620156e-10,5.242693e-04,3.439566e-07,5.556144e-10,1.670046e-08,5.547773e-01,1.916104e-02,6.051059e-07,3.572450e-01,2.084377e-02,6.219838e-04,5.161865e-05,3.683339e-06,1.306592e-10,4.677031e-02
9.100000e-05,6.186558e-08,9.781851e-10,5.244103e-04,3.500727e-07,5.777618e-10,1.691124e-08,5.574304e-01,1.967196e-02,6.213042e-07,3.543683e-01,2.112685e-02,6.359150e-04,5.209947e-05,3.670160e-06,1.380271e-10,4.618535e-02
9.550000e-05,6.097366e-08,9.937763e-10,5.245483e-04,3.559552e-07,5.996339e-10,1.711387e-08,5.599241e-01,2.017058e-02,6.371119e-07,3.516367e-01,2.140024e-02,6.493365e-04,5.255278e-05,3.657195e-06,1.454274e-10,4.563727e-02
1.000000e-04,6.013615e-08,1.008833e-09,5.246859e-04,3.616231e-07,6.212420e-10,1.730917e-08,5.622743e-01,2.065764e-02,6.525515e-07,3.490365e-01,2.166455e-02,6.622841e-04,5.298091e-05,3.644430e-06,1.528594e-10,4.512234e-02
1.450000e-04,5.385544e-08,1.136832e-09,5.263416e-04,4.094017e-07,8.247876e-10,1.897910e-08,5.801984e-01,2.500834e-02,7.904367e-07,3.282689e-01,2.390895e-02,7.713633e-04,5.623476e-05,3.525702e-06,2.288127e-10,4.125660e-02
1.900000e-04,4.982169e-08,1.237096e-09,5.287773e-04,4.465209e-07,1.009994e-09,2.034695e-08,5.920640e-01,2.865870e-02,9.060929e-07,3.134144e-01,2.563723e-02,8.546224e-04,5.828838e-05,3.419164e-06,3.075712e-10,3.877909e-02
2.350000e-04,4.696566e-08,1.320119e-09,5.319641e-04,4.772096e-07,1.181085e-09,2.156136e-08,6.007119e-01,3.182041e-02,1.006250e-06,3.018873e-01,2.702560e-02,9.212005e-04,5.964394e-05,3.321487e-06,3.890764e-10,3.703708e-02
2.800000e-04,4.482047e-08,1.391319e-09,5.357734e-04,5.035799e-07,1.340777e-09,2.268847e-08,6.074048e-01,3.461559e-02,1.094787e-06,2.924881e-01,2.817157e-02,9.759880e-04,6.054670e-05,3.230785e-06,4.733600e-10,3.574274e-02
3.250000e-04,4.314402e-08,1.453898e-09,5.400908e-04,5.268473e-07,1.490989e-09,2.376281e-08,6.128047e-01,3.712305e-02,1.174205e-06,2.845630e-01,2.913552e-02,1.021958e-03,6.113527e-05,3.145834e-06,5.604838e-10,3.474566e-02
3.700000e-04,4.179607e-08,1.509917e-09,5.448263e-04,5.477780e-07,1.633153e-09,2.480437e-08,6.172973e-01,3.939748e-02,1.246238e-06,2.777169e-01,2.995777e-02,1.061072e-03,6.149569e-05,3.065775e-06,6.505185e-10,3.395815e-02
4.150000e-04,4.068872e-08,1.560786e-09,5.499095e-04,5.668877e-07,1.768389e-09,2.582553e-08,6.211251e-01,4.147887e-02,1.312155e-06,2.716931e-01,3.066674e-02,1.094707e-03,6.168512e-05,2.989975e-06,7.435359e-10,3.332492e-02
4.600000e-04,3.976358e-08,1.607517e-09,5.552849e-04,5.845402e-07,1.897600e-09,2.683434e-08,6.244488e-01,4.339764e-02,1.372921e-06,2.663153e-01,3.128335e-02,1.123870e-03,6.174344e-05,2.917950e-06,8.396037e-10,3.280907e-02
5.050000e-04,3.898009e-08,1.650862e-09,5.609074e-04,6.010016e-07,2.021526e-09,2.783617e-08,6.273795e-01,4.517758e-02,1.429289e-06,2.614578e-01,3.182346e-02,1.149323e-03,6.169961e-05,2.849320e-06,9.387853e-10,3.238480e-02
5.500000e-04,3.830898e-08,1.691394e-09,5.667394e-04,6.164728e-07,2.140792e-09,2.883470e-08,6.299971e-01,4.683777e-02,1.481863e-06,2.570274e-01,3.229942e-02,1.171661e-03,6.157529e-05,2.783780e-06,1.041138e-09,3.203342e-02
5.950000e-04,3.772853e-08,1.729562e-09,5.727490e-04,6.311084e-07,2.255928e-09,2.983244e-08,6.323601e-01,4.839380e-02,1.531139e-06,2.529536e-01,3.272109e-02,1.191357e-03,6.138711e-05,2.721080e-06,1.146711e-09,3.174096e-02
6.400000e-04,3.722218e-08,1.765720e-09,5.789089e-04,6.450302e-07,2.367392e-09,3.083109e-08,6.345127e-01,4.985862e-02,1.577526e-06,2.491818e-01,3.309642e-02,1.208795e-03,6.114810e-05,2.661010e-06,1.255549e-09,3.149672e-02
6.850000e-04,3.677708e-08,1.800158e-09,5.851945e-04,6.583357e-07,2.475581e-09,3.183179e-08,6.364887e-01,5.124310e-02,1.621369e-06,2.456685e-01,3.343196e-02,1.224290e-03,6.086865e-05,2.603396e-06,1.367686e-09,3.129237e-02
7.300000e-04,3.638303e-08,1.833110e-09,5.915844e-04,6.711037e-07,2.580844e-09,3.283522e-08,6.383147e-01,5.255649e-02,1.662960e-06,2.423793e-01,3.373316e-02,1.238106e-03,6.055716e-05,2.548084e-06,1.483151e-09,3.112122e-02
7.750000e-04,3.603187e-08,1.864771e-09,5.980588e-04,6.833987e-07,2.683487e-09,3.384177e-08,6.400114e-01,5.380671e-02,1.702551e-06,2.392857e-01,3.400459e-02,1.250464e-03,6.022047e-05,2.494944e-06,1.601965e-09,3.097791e-02
8.200000e-04,3.571693e-08,1.895303e-09,6.046000e-04,6.952744e-07,2.783782e-09,3.485157e-08,6.415958e-01,5.500059e-02,1.740358e-06,2.363645e-01,3.425012e-02,1.261554e-03,5.986425e-05,2.443858e-06,1.724141e-09,3.085802e-02
8.650000e-04,3.543274e-08,1.924843e-09,6.111918e-04,7.067753e-07,2.881969e-09,3.586457e-08,6.430815e-01,5.614407e-02,1.776569e-06,2.335963e-01,3.447305e-02,1.271537e-03,5.949318e-05,2.394721e-06,1.849687e-09,3.075790e-02
9.100000e-04,3.517474e-08,1.953505e-09,6.178193e-04,7.179390e-07,2.978262e-09,3.688059e-08,6.444795e-01,5.724233e-02,1.811348e-06,2.309650e-01,3.467621e-02,1.280552e-03,5.911118e-05,2.347439e-06,1.978602e-09,3.067450e-02
9.550000e-04,3.493915e-08,1.981388e-09,6.244690e-04,7.287972e-07,3.072851e-09,3.789935e-08,6.457993e-01,5.829989e-02,1.844838e-06,2.284567e-01,3.486203e-02,1.288718e-03,5.872151e-05,2.301925e-06,2.110882e-09,3.060526e-02
1.000000e-03,3.472277e-08,2.008575e-09,6.311284e-04,7.393770e-07,3.165905e-09,3.892049e-08,6.470484e-01,5.932073e-02,1.877165e-06,2.260597e-01,3.503262e-02,1.296139e-03,5.832690e-05,2.258099e-06,2.246514e-09,3.054800e-02
1.000000e-03,3.472277e-08,2.008575e-09,6.311284e-04,7.393770e-07,3.165905e-09,3.892049e-08,6.470484e-01,5.932073e-02,1.877165e-06,2.260597e-01,3.503262e-02,1.296139e-03,5.832690e-05,2.258099e-06,2.246514e-09,3.054800e-02
