Fwd_Rate        Rev_Rate        Net_Rate        PEI             Reaction_string                 
1.181049e-10    1.178925e-10    2.123638e-13    5.004499e-01    CH2O + H (+M) <=> CH2OH (+M)
3.814026e-12    3.778356e-12    3.566977e-14    5.023490e-01    CH2O + H (+M) <=> CH3O (+M)
2.924938e-07    2.924939e-07    -1.233346e-13   4.999999e-01    CH2O + H <=> H2 + HCO
2.272261e-15    2.185558e-15    8.670230e-17    5.097247e-01    CH2OH + H (+M) <=> CH3OH (+M)
4.751970e-13    4.760240e-13    -8.270424e-16   4.995653e-01    CH2OH + H <=> CH2O + H2
6.698393e-13    4.725122e-13    1.973271e-13    5.863688e-01    CH2OH + H <=> CH3 + OH
3.408245e-13    2.563666e-13    8.445785e-14    5.707126e-01    CH2OH + H <=> CH2(S) + H2O
2.635973e-17    2.554726e-17    8.124683e-19    5.078262e-01    CH3O + H (+M) <=> CH3OH (+M)
4.372573e-15    4.405916e-15    -3.334298e-17   4.981009e-01    CH3O + H <=> CH2OH + H
9.039516e-15    9.124299e-15    -8.478319e-17   4.976662e-01    CH3O + H <=> CH2O + H2
3.460282e-14    2.459535e-14    1.000747e-14    5.845252e-01    CH3O + H <=> CH3 + OH
1.578967e-14    1.196749e-14    3.822185e-15    5.688504e-01    CH3O + H <=> CH2(S) + H2O
7.844732e-14    8.155441e-14    -3.107089e-15   4.902905e-01    CH3OH + H <=> CH2OH + H2
1.938110e-14    1.999625e-14    -6.151527e-16   4.921890e-01    CH3OH + H <=> CH3O + H2
3.031591e-21    2.977096e-21    5.449571e-23    5.045347e-01    C2H + H (+M) <=> C2H2 (+M)
4.746171e-21    4.671510e-21    7.466170e-23    5.039639e-01    C2H2 + H (+M) <=> C2H3 (+M)
2.427550e-24    2.337241e-24    9.030886e-26    5.094767e-01    C2H3 + H (+M) <=> C2H4 (+M)
5.263845e-23    5.347649e-23    -8.380344e-25   4.960513e-01    C2H3 + H <=> C2H2 + H2
2.733619e-26    2.301398e-26    4.322209e-27    5.429215e-01    C2H4 + H (+M) <=> C2H5 (+M)
2.607546e-23    2.708134e-23    -1.005885e-24   4.905385e-01    C2H4 + H <=> C2H3 + H2
1.388768e-29    1.194840e-29    1.939283e-30    5.375305e-01    C2H5 + H (+M) <=> C2H6 (+M)
2.222931e-29    2.640254e-29    -4.173236e-30   4.570936e-01    C2H5 + H <=> C2H4 + H2
2.179440e-29    2.533019e-29    -3.535796e-30   4.624846e-01    C2H6 + H <=> C2H5 + H2
2.918192e-15    2.268222e-15    6.499696e-16    5.626608e-01    H + HCCO <=> CH2(S) + CO
1.210094e-16    1.485809e-16    -2.757153e-17   4.488640e-01    CH2CO + H <=> H2 + HCCO
6.885209e-17    6.162318e-17    7.228910e-18    5.277022e-01    CH2CO + H <=> CH3 + CO
2.882050e-19    2.582789e-19    2.992615e-20    5.273806e-01    H + HCCOH <=> CH2CO + H
2.654940e-08    2.654911e-08    2.878142e-13    5.000027e-01    CO + H2 (+M) <=> CH2O (+M)
9.589620e+01    9.589611e+01    8.966688e-05    5.000002e-01    H2 + OH <=> H + H2O
2.208065e+00    2.208024e+00    4.187801e-05    5.000047e-01    2 OH (+M) <=> H2O2 (+M)
2.719416e+02    2.719416e+02    4.994389e-05    5.000000e-01    2 OH <=> H2O + O
6.344573e-01    6.344469e-01    1.043687e-05    5.000041e-01    HO2 + OH <=> H2O + O2
3.969827e-03    3.969809e-03    1.763547e-08    5.000011e-01    H2O2 + OH <=> H2O + HO2
9.687715e+00    9.687672e+00    4.303649e-05    5.000011e-01    H2O2 + OH <=> H2O + HO2
4.068714e-11    4.032747e-11    3.596704e-13    5.022198e-01    C + OH <=> CO + H
2.500398e-12    2.532428e-12    -3.203074e-14   4.968178e-01    CH + OH <=> H + HCO
1.428665e-12    2.048249e-12    -6.195843e-13   4.109003e-01    CH2 + OH <=> CH2O + H
2.734589e-12    3.870937e-12    -1.136348e-12   4.139850e-01    CH2 + OH <=> CH + H2O
1.729780e-13    2.303641e-13    -5.738616e-14   4.288617e-01    CH2(S) + OH <=> CH2O + H
6.564594e-14    8.950963e-14    -2.386369e-14   4.230975e-01    CH3 + OH (+M) <=> CH3OH (+M)
7.957205e-13    7.881712e-13    7.549331e-15    5.023832e-01    CH3 + OH <=> CH2 + H2O
2.122217e-12    2.262967e-12    -1.407496e-13   4.839517e-01    CH3 + OH <=> CH2(S) + H2O
4.415948e-13    4.415940e-13    8.109265e-19    5.000005e-01    CH4 + OH <=> CH3 + H2O
1.381135e+01    1.381116e+01    1.929624e-04    5.000035e-01    CO + OH <=> CO2 + H
2.976020e-04    2.975867e-04    1.527308e-08    5.000128e-01    HCO + OH <=> CO + H2O
2.218344e-06    2.218343e-06    1.138844e-12    5.000001e-01    CH2O + OH <=> H2O + HCO
2.208724e-12    2.212566e-12    -3.842039e-15   4.995655e-01    CH2OH + OH <=> CH2O + H2O
4.201583e-14    4.240986e-14    -3.940341e-16   4.976664e-01    CH3O + OH <=> CH2O + H2O
1.790468e-13    1.861382e-13    -7.091391e-15   4.902907e-01    CH3OH + OH <=> CH2OH + H2O
4.883302e-13    5.038293e-13    -1.549904e-14   4.921892e-01    CH3OH + OH <=> CH3O + H2O
8.794559e-19    9.443531e-19    -6.489720e-20   4.822083e-01    C2H + OH <=> H + HCCO
1.101346e-18    9.807350e-19    1.206112e-19    5.289641e-01    C2H2 + OH <=> CH2CO + H
4.590237e-18    4.561163e-18    2.907381e-20    5.015885e-01    C2H2 + OH <=> H + HCCOH
2.655995e-17    2.704446e-17    -4.845099e-19   4.954807e-01    C2H2 + OH <=> C2H + H2O
5.982223e-20    4.767793e-20    1.214430e-20    5.564850e-01    C2H2 + OH <=> CH3 + CO
1.631096e-22    1.657063e-22    -2.596644e-24   4.960515e-01    C2H3 + OH <=> C2H2 + H2O
1.491919e-22    1.549470e-22    -5.755071e-24   4.905387e-01    C2H4 + OH <=> C2H3 + H2O
2.675039e-28    3.109019e-28    -4.339798e-29   4.624848e-01    C2H6 + OH <=> C2H5 + H2O
1.133630e-15    1.391922e-15    -2.582919e-16   4.488643e-01    CH2CO + OH <=> H2O + HCCO
8.056631e-06    8.056534e-06    9.674204e-11    5.000030e-01    2 HO2 <=> H2O2 + O2
1.659714e-03    1.659694e-03    1.992943e-08    5.000030e-01    2 HO2 <=> H2O2 + O2
1.610641e-15    2.309057e-15    -6.984154e-16   4.109095e-01    CH2 + HO2 <=> CH2O + OH
1.760277e-16    1.760252e-16    2.572425e-21    5.000037e-01    CH3 + HO2 <=> CH4 + O2
6.653849e-15    9.360839e-15    -2.706990e-15   4.154842e-01    CH3 + HO2 <=> CH3O + OH
2.858629e-02    2.858480e-02    1.495133e-06    5.000131e-01    CO + HO2 <=> CO2 + OH
2.015872e-10    2.015879e-10    -7.920398e-16   4.999990e-01    CH2O + HO2 <=> H2O2 + HCO
2.949102e-10    2.922968e-10    2.613428e-12    5.022253e-01    C + O2 <=> CO + O
8.284082e-26    1.059069e-25    -2.306613e-26   4.388970e-01    C + CH2 <=> C2H + H
1.810742e-25    2.251882e-25    -4.411398e-26   4.457075e-01    C + CH3 <=> C2H2 + H
3.925576e-11    3.975776e-11    -5.019991e-13   4.968233e-01    CH + O2 <=> HCO + O
9.033882e-13    6.381898e-13    2.651983e-13    5.860152e-01    CH + H2 <=> CH2 + H
9.458481e-12    9.579652e-12    -1.211705e-13   4.968177e-01    CH + H2O <=> CH2O + H
6.787893e-27    8.708152e-27    -1.920259e-27   4.380404e-01    CH + CH2 <=> C2H2 + H
1.112778e-26    1.391875e-26    -2.790968e-27   4.442843e-01    CH + CH3 <=> C2H3 + H
4.346777e-27    5.235044e-27    -8.882671e-28   4.536483e-01    CH + CH4 <=> C2H4 + H
4.444471e-15    4.348363e-15    9.610837e-17    5.054652e-01    CH + CO (+M) <=> HCCO (+M)
5.431531e-12    5.501187e-12    -6.965617e-14   4.968143e-01    CH + CO2 <=> CO + HCO
1.447028e-20    1.153037e-20    2.939908e-21    5.565353e-01    CH + CH2O <=> CH2CO + H
6.444456e-29    5.969262e-29    4.751937e-30    5.191399e-01    CH + HCCO <=> C2H2 + CO
1.851847e-12    0.000000e+00    1.851847e-12    1.000000e+00    CH2 + O2 => CO + H + OH
9.685369e-15    9.778129e-15    -9.276012e-17   4.976171e-01    CH2 + H2 <=> CH3 + H
2.085705e-26    3.787637e-26    -1.701932e-26   3.551138e-01    2 CH2 <=> C2H2 + H2
1.271627e-26    2.167893e-26    -8.962652e-27   3.697107e-01    CH2 + CH3 <=> C2H4 + H
1.785126e-28    1.802221e-28    -1.709514e-30   4.976173e-01    CH2 + CH4 <=> 2 CH3
2.279027e-15    2.570607e-15    -2.915799e-16   4.699379e-01    CH2 + CO (+M) <=> CH2CO (+M)
3.313981e-29    4.277098e-29    -9.631168e-30   4.365626e-01    CH2 + HCCO <=> C2H3 + CO
7.267810e-12    6.751110e-12    5.166994e-13    5.184286e-01    CH2(S) + N2 <=> CH2 + N2
0.000000e+00    0.000000e+00    0.000000e+00    -nan(ind)       AR + CH2(S) <=> AR + CH2
1.133237e-12    1.509175e-12    -3.759379e-13   4.288646e-01    CH2(S) + O2 <=> CO + H + OH
4.856729e-13    6.467492e-13    -1.610763e-13   4.288797e-01    CH2(S) + O2 <=> CO + H2O
7.590923e-14    7.118784e-14    4.721386e-15    5.160485e-01    CH2(S) + H2 <=> CH3 + H
4.348935e-14    5.561046e-14    -1.212111e-14   4.388439e-01    CH2(S) + H2O (+M) <=> CH3OH (+M)
2.951689e-12    2.741841e-12    2.098481e-13    5.184286e-01    CH2(S) + H2O <=> CH2 + H2O
3.454955e-28    5.471318e-28    -2.016363e-28   3.870546e-01    CH2(S) + CH3 <=> C2H4 + H
8.997253e-29    8.437636e-29    5.596168e-30    5.160488e-01    CH2(S) + CH4 <=> 2 CH3
2.936617e-14    2.727840e-14    2.087765e-15    5.184286e-01    CH2(S) + CO <=> CH2 + CO
3.359650e-13    3.120798e-13    2.388517e-14    5.184286e-01    CH2(S) + CO2 <=> CH2 + CO2
6.719299e-13    8.948580e-13    -2.229281e-13   4.288583e-01    CH2(S) + CO2 <=> CH2O + CO
4.169400e-44    4.544420e-44    -3.750199e-45   4.784813e-01    C2H6 + CH2(S) <=> C2H5 + CH3
8.279258e-14    1.164770e-13    -3.368446e-14   4.154802e-01    CH3 + O2 <=> CH3O + O
4.184851e-14    5.942688e-14    -1.757837e-14   4.132150e-01    CH3 + O2 <=> CH2O + OH
2.031583e-17    2.031577e-17    5.294352e-23    5.000007e-01    CH3 + H2O2 <=> CH4 + HO2
2.923751e-28    3.576340e-28    -6.525890e-29   4.498016e-01    2 CH3 (+M) <=> C2H6 (+M)
1.221634e-27    1.736839e-27    -5.152052e-28   4.129272e-01    2 CH3 <=> C2H5 + H
7.014283e-19    7.013936e-19    3.470964e-23    5.000124e-01    CH3 + HCO <=> CH4 + CO
9.192484e-22    9.192496e-22    -1.216152e-27   4.999997e-01    CH2O + CH3 <=> CH4 + HCO
3.770525e-29    3.919869e-29    -1.493440e-30   4.902902e-01    CH3 + CH3OH <=> CH2OH + CH4
1.256842e-29    1.296735e-29    -3.989310e-31   4.921888e-01    CH3 + CH3OH <=> CH3O + CH4
1.082034e-38    1.123776e-38    -4.174150e-40   4.905383e-01    C2H4 + CH3 <=> C2H3 + CH4
1.527567e-44    1.775392e-44    -2.478251e-45   4.624844e-01    C2H6 + CH3 <=> C2H5 + CH4
1.973914e-03    1.973934e-03    -2.056651e-08   4.999974e-01    H2O + HCO <=> CO + H + H2O
1.763445e-03    1.763463e-03    -1.837360e-08   4.999974e-01    HCO + M <=> CO + H + M
5.183211e-04    5.183031e-04    1.807437e-08    5.000087e-01    HCO + O2 <=> CO + HO2
4.653739e-11    4.661911e-11    -8.171791e-14   4.995614e-01    CH2OH + O2 <=> CH2O + HO2
3.351917e-12    3.383408e-12    -3.149071e-14   4.976623e-01    CH3O + O2 <=> CH2O + HO2
3.594966e-18    3.995777e-18    -4.008109e-19   4.735987e-01    C2H + O2 <=> CO + HCO
3.580352e-19    3.516205e-19    6.414639e-21    5.045195e-01    C2H + H2 <=> C2H2 + H
1.623646e-22    1.866942e-22    -2.432955e-23   4.651498e-01    C2H3 + O2 <=> CH2O + HCO
2.772663e-23    2.925644e-23    -1.529811e-24   4.865766e-01    C2H4 (+M) <=> C2H2 + H2 (+M)
5.571051e-28    6.617040e-28    -1.045988e-28   4.570897e-01    C2H5 + O2 <=> C2H4 + HO2
1.025614e-14    1.061634e-14    -3.601939e-16   4.913716e-01    HCCO + O2 <=> 2 CO + OH
8.390156e-32    7.943260e-32    4.468963e-33    5.136804e-01    2 HCCO <=> C2H2 + 2 CO
1.479181e-02    1.722574e-02    -2.433922e-03   4.619908e-01    N + NO <=> N2 + O
1.934072e-02    1.798275e-02    1.357966e-03    5.181919e-01    N + O2 <=> NO + O
1.419321e-02    1.319696e-02    9.962541e-04    5.181863e-01    N + OH <=> H + NO
1.774301e-04    1.803597e-04    -2.929585e-06   4.959060e-01    N2O + O <=> N2 + O2
3.040963e-04    2.468031e-04    5.729326e-05    5.519998e-01    N2O + O <=> 2 NO
2.746484e-03    2.791770e-03    -4.528616e-05   4.959115e-01    H + N2O <=> N2 + OH
1.699127e-04    1.727210e-04    -2.808273e-06   4.959019e-01    N2O + OH <=> HO2 + N2
7.090863e-03    7.208227e-03    -1.173633e-04   4.958961e-01    N2O (+M) <=> N2 + O (+M)
1.185353e-01    1.185354e-01    -7.927938e-08   4.999998e-01    HO2 + NO <=> NO2 + OH
6.172111e-01    6.171972e-01    1.392167e-05    5.000056e-01    NO + O + M <=> NO2 + M
3.552573e-02    3.552513e-02    6.016367e-07    5.000042e-01    NO2 + O <=> NO + O2
3.043543e-01    3.043424e-01    1.186997e-05    5.000098e-01    H + NO2 <=> NO + OH
3.915879e-04    3.662953e-04    2.529262e-05    5.166864e-01    NH + O <=> H + NO
8.373883e-05    8.424345e-05    -5.046179e-07   4.984980e-01    H + NH <=> H2 + N
1.040106e-03    9.737486e-04    6.635724e-05    5.164752e-01    NH + OH <=> H + HNO
1.238498e-03    1.245960e-03    -7.462139e-06   4.984982e-01    NH + OH <=> H2O + N
2.811806e-04    2.632359e-04    1.794472e-05    5.164807e-01    NH + O2 <=> HNO + O
5.695768e-05    5.327761e-05    3.680066e-06    5.166919e-01    NH + O2 <=> NO + OH
1.015158e-08    1.105839e-08    -9.068141e-10   4.786229e-01    N + NH <=> H + N2
1.082520e-03    1.013458e-03    6.906225e-05    5.164749e-01    H2O + NH <=> H2 + HNO
2.396558e-04    2.807716e-04    -4.111582e-05   4.604980e-01    NH + NO <=> N2 + OH
7.247592e-04    8.353269e-04    -1.105676e-04   4.645636e-01    NH + NO <=> H + N2O
6.093114e-06    6.230360e-06    -1.372466e-07   4.944315e-01    NH2 + O <=> NH + OH
7.921048e-05    7.582734e-05    3.383137e-06    5.109107e-01    NH2 + O <=> H + HNO
1.110717e-05    1.135736e-05    -2.501961e-07   4.944313e-01    H + NH2 <=> H2 + NH
1.325426e-04    1.355281e-04    -2.985482e-06   4.944315e-01    NH2 + OH <=> H2O + NH
3.718002e-02    3.719137e-02    -1.135634e-05   4.999237e-01    NNH <=> H + N2
9.537679e-02    9.540592e-02    -2.913208e-05   4.999237e-01    NNH + M <=> H + N2 + M
7.406538e-04    7.408465e-04    -1.926726e-07   4.999350e-01    NNH + O2 <=> HO2 + N2
9.931481e-05    9.933903e-05    -2.421969e-08   4.999390e-01    NNH + O <=> N2 + OH
2.780815e-04    2.374175e-04    4.066400e-05    5.394414e-01    NNH + O <=> NH + NO
5.675373e-05    5.676762e-05    -1.388307e-08   4.999389e-01    H + NNH <=> H2 + N2
4.220678e-04    4.221706e-04    -1.028512e-07   4.999391e-01    NNH + OH <=> H2O + N2
2.347966e-18    2.348542e-18    -5.764748e-22   4.999386e-01    CH3 + NNH <=> CH4 + N2
1.297599e-01    1.298617e-01    -1.017800e-04   4.998040e-01    H + NO + M <=> HNO + M
5.920582e-03    5.915578e-03    5.004457e-06    5.002114e-01    HNO + O <=> NO + OH
1.486697e-02    1.485441e-02    1.255536e-05    5.002112e-01    H + HNO <=> H2 + NO
5.627875e-02    5.623117e-02    4.758074e-05    5.002115e-01    HNO + OH <=> H2O + NO
6.394754e-03    6.389453e-03    5.301324e-06    5.002073e-01    HNO + O2 <=> HO2 + NO
1.482784e-08    1.504077e-08    -2.129285e-10   4.964356e-01    CN + O <=> CO + N
4.091903e-08    4.083778e-08    8.124422e-11    5.004969e-01    CN + OH <=> H + NCO
3.095651e-08    3.094395e-08    1.255823e-11    5.001014e-01    CN + H2O <=> HCN + OH
4.818559e-08    4.808885e-08    9.673302e-11    5.005024e-01    CN + O2 <=> NCO + O
7.568597e-09    7.565519e-09    3.077452e-12    5.001017e-01    CN + H2 <=> H + HCN
1.394660e-06    1.318004e-06    7.665585e-08    5.141293e-01    NCO + O <=> CO + NO
9.156817e-07    9.251048e-07    -9.423021e-09   4.974405e-01    H + NCO <=> CO + NH
7.881676e-07    7.448927e-07    4.327487e-08    5.141139e-01    NCO + OH <=> CO + H + NO
8.205470e-11    9.030426e-11    -8.249561e-12   4.760687e-01    N + NCO <=> CO + N2
7.796348e-08    7.367565e-08    4.287827e-09    5.141383e-01    NCO + O2 <=> CO2 + NO
3.991114e-07    4.056730e-07    -6.561641e-09   4.959234e-01    NCO + M <=> CO + N + M
4.572067e-07    5.323798e-07    -7.517318e-08   4.620179e-01    NCO + NO <=> CO + N2O
2.116182e-07    2.504717e-07    -3.885346e-08   4.579590e-01    NCO + NO <=> CO2 + N2
8.077365e-11    8.081142e-11    -3.777023e-14   4.998831e-01    HCN + M <=> CN + H + M
9.182496e-08    9.167985e-08    1.451084e-10    5.003954e-01    HCN + O <=> H + NCO
2.293362e-08    2.313301e-08    -1.993891e-10   4.978359e-01    HCN + O <=> CO + NH
5.638224e-08    5.640513e-08    -2.289241e-11   4.998985e-01    HCN + O <=> CN + OH
4.115401e-08    4.109179e-08    6.221952e-11    5.003783e-01    HCN + OH <=> H + HOCN
4.064228e-09    4.053912e-09    1.031595e-11    5.006354e-01    HCN + OH <=> H + HNCO
9.131991e-10    9.008472e-10    1.235195e-11    5.034045e-01    HCN + OH <=> CO + NH2
4.331823e-11    4.331771e-11    5.156975e-16    5.000030e-01    H + HCN (+M) <=> H2CN (+M)
3.935140e-17    3.015966e-17    9.191735e-18    5.661171e-01    H2CN + N <=> CH2 + N2
4.473894e-13    4.037271e-13    4.366234e-14    5.256500e-01    C + N2 <=> CN + N
4.126002e-13    3.802922e-13    3.230803e-14    5.203735e-01    CH + N2 <=> HCN + N
5.451754e-14    5.449273e-14    2.481070e-17    5.001138e-01    CH + N2 (+M) <=> HCNN (+M)
2.191583e-17    2.842242e-17    -6.506595e-18   4.353713e-01    CH2 + N2 <=> HCN + NH
1.089123e-19    1.312054e-19    -2.229312e-20   4.535788e-01    CH2(S) + N2 <=> HCN + NH
1.993085e-11    2.094519e-11    -1.014342e-12   4.875925e-01    C + NO <=> CN + O
3.042077e-11    3.242805e-11    -2.007283e-12   4.840309e-01    C + NO <=> CO + N
4.405110e-12    4.728257e-12    -3.231468e-13   4.823095e-01    CH + NO <=> HCN + O
1.740556e-12    1.865286e-12    -1.247301e-13   4.827044e-01    CH + NO <=> H + NCO
2.643066e-12    2.879008e-12    -2.359425e-13   4.786364e-01    CH + NO <=> HCO + N
4.539109e-13    6.879159e-13    -2.340050e-13   3.975304e-01    CH2 + NO <=> H + HNCO
1.038322e-13    1.577613e-13    -5.392911e-14   3.969219e-01    CH2 + NO <=> HCN + OH
1.863608e-13    2.638876e-13    -7.752688e-14   4.139065e-01    CH2 + NO <=> H + HCNO
3.663868e-14    5.157938e-14    -1.494071e-14   4.153194e-01    CH2(S) + NO <=> H + HNCO
8.381102e-15    1.182882e-14    -3.447714e-15   4.147024e-01    CH2(S) + NO <=> HCN + OH
1.504263e-14    1.978608e-14    -4.743459e-15   4.319030e-01    CH2(S) + NO <=> H + HCNO
5.756386e-14    8.663202e-14    -2.906815e-14   3.992060e-01    CH3 + NO <=> H2O + HCN
2.490019e-15    3.747596e-15    -1.257577e-15   3.991941e-01    CH3 + NO <=> H2CN + OH
3.328845e-16    3.372851e-16    -4.400593e-18   4.967168e-01    HCNN + O <=> CO + H + N2
3.026223e-17    2.594496e-17    4.317272e-18    5.384050e-01    HCNN + O <=> HCN + NO
6.770542e-15    6.860245e-15    -8.970315e-17   4.967095e-01    HCNN + O2 <=> HCO + N2 + O
9.645625e-16    9.773636e-16    -1.280109e-17   4.967040e-01    HCNN + OH <=> H + HCO + N2
4.323360e-16    3.055400e-16    1.267959e-16    5.859195e-01    H + HCNN <=> CH2 + N2
5.277418e-07    5.336773e-07    -5.935443e-09   4.972040e-01    HNCO + O <=> CO2 + NH
2.173617e-09    2.057859e-09    1.157581e-10    5.136782e-01    HNCO + O <=> CO + HNO
1.573376e-06    1.574887e-06    -1.511065e-09   4.997600e-01    HNCO + O <=> NCO + OH
8.640396e-07    8.545215e-07    9.518046e-09    5.027692e-01    H + HNCO <=> CO + NH2
3.087094e-07    3.090061e-07    -2.967158e-10   4.997598e-01    H + HNCO <=> H2 + NCO
5.133706e-06    5.138635e-06    -4.929451e-09   4.997601e-01    HNCO + OH <=> H2O + NCO
5.133706e-07    5.077083e-07    5.662257e-09    5.027727e-01    HNCO + OH <=> CO2 + NH2
2.546198e-07    2.575029e-07    -2.883123e-09   4.971851e-01    HNCO + M <=> CO + NH + M
9.946366e-13    1.064546e-12    -6.990982e-14   4.830249e-01    H + HCNO <=> H + HNCO
1.335986e-13    1.433527e-13    -9.754080e-15   4.823903e-01    H + HCNO <=> HCN + OH
4.995684e-14    5.287915e-14    -2.922314e-15   4.857914e-01    H + HCNO <=> CO + NH2
6.043176e-08    6.036964e-08    6.211873e-11    5.002571e-01    H + HOCN <=> H + HNCO
6.294615e-15    6.435424e-15    -1.408088e-16   4.944694e-01    HCCO + NO <=> CO + HCNO
1.034864e-16    1.448193e-16    -4.133292e-17   4.167701e-01    CH3 + N <=> H + H2CN
2.474458e-17    3.462598e-17    -9.881402e-18   4.167820e-01    CH3 + N <=> H2 + HCN
6.004025e-06    6.004181e-06    -1.559709e-10   4.999935e-01    H + NH3 <=> H2 + NH2
