z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
6.400000e-06,1.310714e-07,4.287338e-10,4.822183e-04,1.186016e-07,8.646397e-11,7.328755e-09,3.810275e-01,5.776754e-03,1.843357e-07,5.113447e-01,1.297057e-02,1.593292e-04,2.805035e-05,4.178090e-06,8.933212e-12,8.820621e-02
6.850000e-06,1.291455e-07,4.362669e-10,4.856011e-04,1.224857e-07,8.995520e-11,7.546510e-09,3.853286e-01,5.888650e-03,1.883609e-07,5.079594e-01,1.298515e-02,1.652671e-04,2.860207e-05,4.185293e-06,9.595690e-12,8.715416e-02
7.300000e-06,1.273527e-07,4.436634e-10,4.887598e-04,1.262337e-07,9.340940e-11,7.754515e-09,3.893447e-01,5.997986e-03,1.923127e-07,5.047821e-01,1.300524e-02,1.710056e-04,2.912937e-05,4.192565e-06,1.026855e-11,8.617651e-02
7.750000e-06,1.256772e-07,4.509259e-10,4.917216e-04,1.298576e-07,9.682921e-11,7.953687e-09,3.931072e-01,6.104879e-03,1.961949e-07,5.017910e-01,1.302978e-02,1.765603e-04,2.963481e-05,4.199923e-06,1.095176e-11,8.526455e-02
8.200000e-06,1.241062e-07,4.580579e-10,4.945092e-04,1.333676e-07,1.002169e-10,8.144816e-09,3.966426e-01,6.209438e-03,2.000107e-07,4.989678e-01,1.305791e-02,1.819448e-04,3.012055e-05,4.207379e-06,1.164530e-11,8.441097e-02
8.650000e-06,1.226284e-07,4.650634e-10,4.971421e-04,1.367728e-07,1.035745e-10,8.328591e-09,3.999735e-01,6.311765e-03,2.037635e-07,4.962965e-01,1.308897e-02,1.871712e-04,3.058845e-05,4.214938e-06,1.234914e-11,8.360965e-02
9.100000e-06,1.212347e-07,4.719467e-10,4.996367e-04,1.400811e-07,1.069037e-10,8.505616e-09,4.031193e-01,6.411952e-03,2.074562e-07,4.937634e-01,1.312239e-02,1.922499e-04,3.104011e-05,4.222604e-06,1.306327e-11,8.285534e-02
9.550000e-06,1.199168e-07,4.787122e-10,5.020072e-04,1.432995e-07,1.102060e-10,8.676421e-09,4.060969e-01,6.510088e-03,2.110913e-07,4.913564e-01,1.315772e-02,1.971904e-04,3.147692e-05,4.230377e-06,1.378766e-11,8.214355e-02
1.000000e-05,1.186680e-07,4.853644e-10,5.042660e-04,1.464344e-07,1.134828e-10,8.841480e-09,4.089208e-01,6.606252e-03,2.146714e-07,4.890651e-01,1.319461e-02,2.020011e-04,3.190010e-05,4.238258e-06,1.452230e-11,8.147041e-02
1.450000e-05,1.089343e-07,5.465448e-10,5.225301e-04,1.741887e-07,1.450709e-10,1.025046e-08,4.309324e-01,7.473962e-03,2.478812e-07,4.709013e-01,1.360024e-02,2.443445e-04,3.556822e-05,4.322423e-06,2.243060e-11,7.628487e-02
1.900000e-05,1.023185e-07,6.002673e-10,5.362030e-04,1.974248e-07,1.749730e-10,1.136669e-08,4.457626e-01,8.204617e-03,2.773700e-07,4.583165e-01,1.400390e-02,2.790487e-04,3.856494e-05,4.414374e-06,3.136720e-11,7.285350e-02
2.350000e-05,9.744696e-08,6.487690e-10,5.475716e-04,2.177931e-07,2.035961e-10,1.230625e-08,4.564929e-01,8.831118e-03,3.040769e-07,4.489928e-01,1.437335e-02,3.085337e-04,4.116038e-05,4.511942e-06,4.135912e-11,7.040749e-02
2.800000e-05,9.367700e-08,6.934551e-10,5.576343e-04,2.361786e-07,2.311908e-10,1.312862e-08,4.646011e-01,9.374964e-03,3.285959e-07,4.417935e-01,1.470399e-02,3.341716e-04,4.348917e-05,4.613781e-06,5.244905e-11,6.858586e-02
3.250000e-05,9.065796e-08,7.352554e-10,5.668959e-04,2.531161e-07,2.579331e-10,1.386832e-08,4.709074e-01,9.851330e-03,3.513366e-07,4.360774e-01,1.499804e-02,3.568353e-04,4.562861e-05,4.719047e-06,6.469000e-11,6.719099e-02
3.700000e-05,8.817860e-08,7.748166e-10,5.756377e-04,2.689554e-07,2.839568e-10,1.454711e-08,4.759117e-01,1.027151e-02,3.725977e-07,4.314481e-01,1.525935e-02,3.771228e-04,4.762733e-05,4.827181e-06,7.814235e-11,6.610344e-02
4.150000e-05,8.610248e-08,8.126067e-10,5.840275e-04,2.839387e-07,3.093687e-10,1.517951e-08,4.799401e-01,1.064422e-02,3.926067e-07,4.276432e-01,1.549189e-02,3.954660e-04,4.951794e-05,4.937790e-06,9.287225e-11,6.524582e-02
4.600000e-05,8.433675e-08,8.489763e-10,5.921703e-04,2.982405e-07,3.342568e-10,1.577571e-08,4.832163e-01,1.097640e-02,4.115421e-07,4.244812e-01,1.569927e-02,4.121890e-04,5.132336e-05,5.050586e-06,1.089507e-10,6.456528e-02
5.050000e-05,8.281562e-08,8.841952e-10,6.001351e-04,3.119914e-07,3.586959e-10,1.634307e-08,4.859000e-01,1.127365e-02,4.295480e-07,4.218306e-01,1.588467e-02,4.275425e-04,5.306030e-05,5.165347e-06,1.264528e-10,6.402428e-02
5.500000e-05,8.149094e-08,9.184754e-10,6.079678e-04,3.252911e-07,3.827502e-10,1.688708e-08,4.881086e-01,1.154061e-02,4.467424e-07,4.195941e-01,1.605087e-02,4.417250e-04,5.474131e-05,5.281894e-06,1.454578e-10,6.359524e-02
5.950000e-05,8.032650e-08,9.519875e-10,6.157002e-04,3.382179e-07,4.064759e-10,1.741192e-08,4.899307e-01,1.178117e-02,4.632237e-07,4.176972e-01,1.620024e-02,4.548968e-04,5.637603e-05,5.400081e-06,1.660484e-10,6.325736e-02
6.400000e-05,7.929450e-08,9.848703e-10,6.233545e-04,3.508340e-07,4.299225e-10,1.792086e-08,4.914349e-01,1.199858e-02,4.790752e-07,4.160821e-01,1.633481e-02,4.671894e-04,5.797200e-05,5.519780e-06,1.883107e-10,6.299460e-02
6.850000e-05,7.837318e-08,1.017239e-09,6.309464e-04,3.631899e-07,4.531342e-10,1.841646e-08,4.926750e-01,1.219566e-02,4.943680e-07,4.147028e-01,1.645638e-02,4.787123e-04,5.953521e-05,5.640882e-06,2.123344e-10,6.279438e-02
7.300000e-05,7.754520e-08,1.049189e-09,6.384873e-04,3.753269e-07,4.761507e-10,1.890079e-08,4.936938e-01,1.237479e-02,5.091632e-07,4.135225e-01,1.656646e-02,4.895572e-04,6.107053e-05,5.763288e-06,2.382121e-10,6.264664e-02
7.750000e-05,7.679661e-08,1.080803e-09,6.459850e-04,3.872793e-07,4.990078e-10,1.937552e-08,4.945261e-01,1.253807e-02,5.235143e-07,4.125109e-01,1.666641e-02,4.998023e-04,6.258188e-05,5.886907e-06,2.660399e-10,6.254323e-02
8.200000e-05,7.611601e-08,1.112151e-09,6.534455e-04,3.990756e-07,5.217377e-10,1.984203e-08,4.952003e-01,1.268731e-02,5.374679e-07,4.116434e-01,1.675738e-02,5.095144e-04,6.407251e-05,6.011654e-06,2.959168e-10,6.247748e-02
8.650000e-05,7.549398e-08,1.143292e-09,6.608726e-04,4.107402e-07,5.443702e-10,2.030146e-08,4.957400e-01,1.282408e-02,5.510650e-07,4.108993e-01,1.684040e-02,5.187512e-04,6.554511e-05,6.137451e-06,3.279449e-10,6.244385e-02
9.100000e-05,7.492269e-08,1.174279e-09,6.682692e-04,4.222934e-07,5.669322e-10,2.075474e-08,4.961648e-01,1.294979e-02,5.643421e-07,4.102612e-01,1.691636e-02,5.275629e-04,6.700194e-05,6.264222e-06,3.622291e-10,6.243771e-02
9.550000e-05,7.439556e-08,1.205158e-09,6.756372e-04,4.337528e-07,5.894484e-10,2.120267e-08,4.964911e-01,1.306565e-02,5.773314e-07,4.097144e-01,1.698607e-02,5.359931e-04,6.844487e-05,6.391894e-06,3.988775e-10,6.245515e-02
1.000000e-04,7.390702e-08,1.235970e-09,6.829777e-04,4.451334e-07,6.119418e-10,2.164592e-08,4.967331e-01,1.317277e-02,5.900619e-07,4.092465e-01,1.705023e-02,5.440803e-04,6.987548e-05,6.520398e-06,4.380006e-10,6.249285e-02
1.450000e-04,7.036184e-08,1.546691e-09,7.548534e-04,5.567563e-07,8.395687e-10,2.591266e-08,4.964856e-01,1.393249e-02,7.077743e-07,4.071176e-01,1.749594e-02,6.119980e-04,8.371804e-05,7.836537e-06,9.915255e-10,6.350864e-02
1.900000e-04,6.796450e-08,1.874356e-09,8.233246e-04,6.678270e-07,1.080894e-09,3.001577e-08,4.946617e-01,1.444559e-02,8.172878e-07,4.066258e-01,1.779156e-02,6.674180e-04,9.700642e-05,9.164325e-06,1.930856e-09,6.487689e-02
2.350000e-04,6.591899e-08,2.227828e-09,8.871898e-04,7.798345e-07,1.343995e-09,3.401408e-08,4.932967e-01,1.494398e-02,9.259540e-07,4.058802e-01,1.808570e-02,7.184410e-04,1.097826e-04,1.044014e-05,3.391064e-09,6.606573e-02
2.800000e-04,6.394104e-08,2.609436e-09,9.452326e-04,8.922824e-07,1.633948e-09,3.789854e-08,4.931265e-01,1.553387e-02,1.037633e-06,4.041848e-01,1.844454e-02,7.688398e-04,1.218853e-04,1.160113e-05,5.492927e-09,6.686072e-02
3.250000e-04,6.191519e-08,3.016444e-09,9.963337e-04,1.003844e-06,1.954635e-09,4.164075e-08,4.944580e-01,1.627836e-02,1.154853e-06,4.012333e-01,1.890414e-02,8.207565e-04,1.330779e-04,1.258752e-05,8.310807e-09,6.716116e-02
3.700000e-04,5.978968e-08,3.441140e-09,1.039493e-03,1.112821e-06,2.309774e-09,4.520967e-08,4.974365e-01,1.722884e-02,1.279701e-06,3.968550e-01,1.948980e-02,8.756871e-04,1.430974e-04,1.334573e-05,1.183927e-08,6.691569e-02
4.150000e-04,5.753775e-08,3.870949e-09,1.073840e-03,1.217381e-06,2.703635e-09,4.857824e-08,5.021425e-01,1.843971e-02,1.414270e-06,3.909188e-01,2.022422e-02,9.348991e-04,1.516771e-04,1.383151e-05,1.596722e-08,6.609773e-02
4.600000e-04,5.514172e-08,4.289085e-09,1.098637e-03,1.315678e-06,3.141668e-09,5.172605e-08,5.086270e-01,1.997767e-02,1.560917e-06,3.832945e-01,2.113141e-02,9.996296e-04,1.585598e-04,1.401267e-05,2.046796e-08,6.469559e-02
5.050000e-04,5.258579e-08,4.675956e-09,1.113274e-03,1.405934e-06,3.631155e-09,5.463962e-08,5.169216e-01,2.193024e-02,1.722452e-06,3.738360e-01,2.223907e-02,1.071196e-03,1.635053e-04,1.387151e-05,2.501140e-08,6.270799e-02
5.500000e-04,4.985282e-08,5.011203e-09,1.117266e-03,1.486471e-06,4.181958e-09,5.731098e-08,5.270340e-01,2.441592e-02,1.902316e-06,3.623758e-01,2.358015e-02,1.151063e-03,1.662972e-04,1.340663e-05,2.919915e-08,6.014254e-02
5.950000e-04,4.692315e-08,5.276073e-09,1.110226e-03,1.555709e-06,4.807431e-09,5.973460e-08,5.389313e-01,2.759815e-02,2.104746e-06,3.487268e-01,2.519404e-02,1.240895e-03,1.667496e-04,1.263411e-05,3.261780e-08,5.701542e-02
6.400000e-04,4.377496e-08,5.455677e-09,1.091839e-03,1.612130e-06,5.525571e-09,6.190212e-08,5.525111e-01,3.170557e-02,2.334958e-06,3.326890e-01,2.712749e-02,1.342585e-03,1.647155e-04,1.158788e-05,3.490038e-08,5.335199e-02
6.850000e-04,4.038587e-08,5.540654e-09,1.061825e-03,1.654206e-06,6.360499e-09,6.379402e-08,5.675542e-01,3.706223e-02,2.599335e-06,3.140658e-01,2.943494e-02,1.458277e-03,1.600988e-04,1.031901e-05,3.578354e-08,4.918794e-02
7.300000e-04,3.673627e-08,5.527860e-09,1.019879e-03,1.680278e-06,7.344344e-09,6.536687e-08,5.836527e-01,4.413334e-02,2.905583e-06,2.926882e-01,3.217784e-02,1.590367e-03,1.528718e-04,8.893801e-06,3.514871e-08,4.457116e-02
7.750000e-04,3.281466e-08,5.419886e-09,9.656188e-04,1.688388e-06,8.519582e-09,6.653429e-08,6.001022e-01,5.359520e-02,3.262816e-06,2.684536e-01,3.542201e-02,1.741461e-03,1.430979e-04,7.390091e-06,3.303943e-08,3.956432e-02
8.200000e-04,2.862606e-08,5.223452e-09,8.985387e-04,1.676052e-06,9.941714e-09,6.714016e-08,6.157434e-01,6.644240e-02,3.681409e-06,2.413787e-01,3.923154e-02,1.914295e-03,1.309590e-04,5.891681e-06,2.965288e-08,3.424885e-02
8.650000e-04,2.420430e-08,4.946953e-09,8.180244e-04,1.639982e-06,1.168163e-08,6.692495e-08,6.287364e-01,8.415055e-02,4.172347e-06,2.116689e-01,4.365648e-02,2.111511e-03,1.167815e-04,4.480656e-06,2.530983e-08,2.873095e-02
9.100000e-04,1.962925e-08,4.597643e-09,7.235470e-04,1.575795e-06,1.382543e-08,6.549393e-08,6.362580e-01,1.089146e-01,4.745324e-06,1.797990e-01,4.870844e-02,2.335119e-03,1.010502e-04,3.228149e-06,2.041222e-08,2.315064e-02
9.550000e-04,1.504747e-08,4.179086e-09,6.152354e-04,1.477859e-06,1.646481e-08,6.231613e-08,6.341486e-01,1.439566e-01,5.403831e-06,1.465959e-01,5.431102e-02,2.585013e-03,8.439348e-05,2.185016e-06,1.539849e-08,1.769402e-02
1.000000e-03,1.068876e-08,3.689924e-09,4.950925e-04,1.339734e-06,1.965890e-08,5.681794e-08,6.166855e-01,1.937740e-01,6.133125e-06,1.133121e-01,6.019749e-02,2.855087e-03,6.753277e-05,1.375041e-06,1.070252e-08,1.260423e-02
1.000000e-03,1.068876e-08,3.689924e-09,4.950925e-04,1.339734e-06,1.965890e-08,5.681794e-08,6.166855e-01,1.937740e-01,6.133125e-06,1.133121e-01,6.019749e-02,2.855087e-03,6.753277e-05,1.375041e-06,1.070252e-08,1.260423e-02
