z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
9.550000e-05, 6.097354e-08, 9.937741e-10, 5.245476e-04, 3.559544e-07, 5.996309e-10, 1.711382e-08, 5.599237e-01, 2.017052e-02, 6.371098e-07, 3.516371e-01, 2.140021e-02, 6.493353e-04, 5.255278e-05, 3.657202e-06, 1.454269e-10, 4.563729e-02
1.000000e-04, 6.013602e-08, 1.008831e-09, 5.246852e-04, 3.616222e-07, 6.212389e-10, 1.730912e-08, 5.622739e-01, 2.065757e-02, 6.525494e-07, 3.490370e-01, 2.166452e-02, 6.622830e-04, 5.298092e-05, 3.644437e-06, 1.528589e-10, 4.512237e-02
1.450000e-04, 5.385533e-08, 1.136829e-09, 5.263410e-04, 4.094008e-07, 8.247839e-10, 1.897905e-08, 5.801981e-01, 2.500827e-02, 7.904345e-07, 3.282693e-01, 2.390892e-02, 7.713622e-04, 5.623477e-05, 3.525709e-06, 2.288120e-10, 4.125662e-02
1.900000e-04, 4.982159e-08, 1.237094e-09, 5.287768e-04, 4.465201e-07, 1.009990e-09, 2.034690e-08, 5.920637e-01, 2.865863e-02, 9.060906e-07, 3.134148e-01, 2.563721e-02, 8.546213e-04, 5.828839e-05, 3.419170e-06, 3.075702e-10, 3.877910e-02
2.350000e-04, 4.696555e-08, 1.320116e-09, 5.319635e-04, 4.772087e-07, 1.181080e-09, 2.156131e-08, 6.007117e-01, 3.182034e-02, 1.006248e-06, 3.018876e-01, 2.702558e-02, 9.211995e-04, 5.964396e-05, 3.321493e-06, 3.890752e-10, 3.703709e-02
2.800000e-04, 4.482038e-08, 1.391317e-09, 5.357728e-04, 5.035790e-07, 1.340772e-09, 2.268841e-08, 6.074046e-01, 3.461551e-02, 1.094784e-06, 2.924884e-01, 2.817154e-02, 9.759870e-04, 6.054672e-05, 3.230791e-06, 4.733586e-10, 3.574275e-02
3.250000e-04, 4.314394e-08, 1.453896e-09, 5.400902e-04, 5.268463e-07, 1.490983e-09, 2.376274e-08, 6.128044e-01, 3.712296e-02, 1.174202e-06, 2.845633e-01, 2.913549e-02, 1.021956e-03, 6.113529e-05, 3.145840e-06, 5.604823e-10, 3.474567e-02
3.700000e-04, 4.179599e-08, 1.509914e-09, 5.448257e-04, 5.477770e-07, 1.633147e-09, 2.480430e-08, 6.172971e-01, 3.939738e-02, 1.246235e-06, 2.777173e-01, 2.995774e-02, 1.061071e-03, 6.149571e-05, 3.065781e-06, 6.505168e-10, 3.395816e-02
4.150000e-04, 4.068863e-08, 1.560783e-09, 5.499089e-04, 5.668868e-07, 1.768384e-09, 2.582547e-08, 6.211249e-01, 4.147879e-02, 1.312153e-06, 2.716934e-01, 3.066672e-02, 1.094706e-03, 6.168515e-05, 2.989980e-06, 7.435337e-10, 3.332493e-02
4.600000e-04, 3.976349e-08, 1.607515e-09, 5.552843e-04, 5.845393e-07, 1.897594e-09, 2.683427e-08, 6.244486e-01, 4.339756e-02, 1.372918e-06, 2.663156e-01, 3.128333e-02, 1.123869e-03, 6.174348e-05, 2.917955e-06, 8.396012e-10, 3.280908e-02
5.050000e-04, 3.898000e-08, 1.650860e-09, 5.609068e-04, 6.010008e-07, 2.021520e-09, 2.783611e-08, 6.273794e-01, 4.517751e-02, 1.429286e-06, 2.614580e-01, 3.182344e-02, 1.149322e-03, 6.169965e-05, 2.849325e-06, 9.387825e-10, 3.238481e-02
5.500000e-04, 3.830889e-08, 1.691392e-09, 5.667387e-04, 6.164720e-07, 2.140786e-09, 2.883463e-08, 6.299970e-01, 4.683770e-02, 1.481861e-06, 2.570276e-01, 3.229941e-02, 1.171660e-03, 6.157533e-05, 2.783785e-06, 1.041135e-09, 3.203342e-02
5.950000e-04, 3.772844e-08, 1.729559e-09, 5.727484e-04, 6.311076e-07, 2.255923e-09, 2.983237e-08, 6.323600e-01, 4.839374e-02, 1.531137e-06, 2.529538e-01, 3.272108e-02, 1.191357e-03, 6.138715e-05, 2.721084e-06, 1.146708e-09, 3.174095e-02
6.400000e-04, 3.722209e-08, 1.765718e-09, 5.789082e-04, 6.450295e-07, 2.367386e-09, 3.083103e-08, 6.345126e-01, 4.985855e-02, 1.577524e-06, 2.491820e-01, 3.309641e-02, 1.208794e-03, 6.114814e-05, 2.661015e-06, 1.255545e-09, 3.149672e-02
6.850000e-04, 3.677699e-08, 1.800156e-09, 5.851939e-04, 6.583349e-07, 2.475575e-09, 3.183172e-08, 6.364886e-01, 5.124303e-02, 1.621367e-06, 2.456687e-01, 3.343195e-02, 1.224289e-03, 6.086869e-05, 2.603400e-06, 1.367682e-09, 3.129236e-02
7.300000e-04, 3.638295e-08, 1.833108e-09, 5.915837e-04, 6.711029e-07, 2.580838e-09, 3.283515e-08, 6.383145e-01, 5.255642e-02, 1.662958e-06, 2.423795e-01, 3.373315e-02, 1.238105e-03, 6.055720e-05, 2.548089e-06, 1.483147e-09, 3.112122e-02
7.750000e-04, 3.603179e-08, 1.864769e-09, 5.980581e-04, 6.833979e-07, 2.683481e-09, 3.384169e-08, 6.400113e-01, 5.380664e-02, 1.702549e-06, 2.392859e-01, 3.400458e-02, 1.250464e-03, 6.022052e-05, 2.494948e-06, 1.601960e-09, 3.097790e-02
8.200000e-04, 3.571685e-08, 1.895301e-09, 6.045994e-04, 6.952736e-07, 2.783776e-09, 3.485149e-08, 6.415957e-01, 5.500052e-02, 1.740356e-06, 2.363647e-01, 3.425011e-02, 1.261554e-03, 5.986429e-05, 2.443862e-06, 1.724136e-09, 3.085801e-02
8.650000e-04, 3.543265e-08, 1.924841e-09, 6.111911e-04, 7.067745e-07, 2.881963e-09, 3.586449e-08, 6.430814e-01, 5.614401e-02, 1.776567e-06, 2.335965e-01, 3.447304e-02, 1.271537e-03, 5.949323e-05, 2.394725e-06, 1.849682e-09, 3.075789e-02
9.100000e-04, 3.517466e-08, 1.953503e-09, 6.178186e-04, 7.179382e-07, 2.978256e-09, 3.688051e-08, 6.444794e-01, 5.724226e-02, 1.811345e-06, 2.309652e-01, 3.467620e-02, 1.280551e-03, 5.911122e-05, 2.347443e-06, 1.978597e-09, 3.067449e-02
9.550000e-04, 3.493907e-08, 1.981386e-09, 6.244683e-04, 7.287964e-07, 3.072845e-09, 3.789926e-08, 6.457992e-01, 5.829983e-02, 1.844836e-06, 2.284569e-01, 3.486202e-02, 1.288717e-03, 5.872155e-05, 2.301929e-06, 2.110876e-09, 3.060525e-02
1.000000e-03, 3.472269e-08, 2.008573e-09, 6.311277e-04, 7.393762e-07, 3.165899e-09, 3.892040e-08, 6.470483e-01, 5.932066e-02, 1.877163e-06, 2.260599e-01, 3.503262e-02, 1.296139e-03, 5.832695e-05, 2.258103e-06, 2.246508e-09, 3.054799e-02
1.000000e-03, 3.472269e-08, 2.008573e-09, 6.311277e-04, 7.393762e-07, 3.165899e-09, 3.892040e-08, 6.470483e-01, 5.932066e-02, 1.877163e-06, 2.260599e-01, 3.503262e-02, 1.296139e-03, 5.832695e-05, 2.258103e-06, 2.246508e-09, 3.054799e-02
